source_file,csv_name,C:\Users\kschi\OneDrive\Desktop\Placards\TEST_SVGs\020NOBL_clean.svg,area,area_est,axis,bbox_area_sum,bin_center,check,commands,count,coverage_percent,def_id,file,fill,has_HV,href,id,index,kind_prop,opacity,rank,stroke,stroke_width,tag,value,vb_area
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,491,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,492,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,493,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,494,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,495,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,496,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,497,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,498,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,499,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,500,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,501,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,502,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,503,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,504,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,505,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,506,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,507,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,508,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,509,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,510,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,511,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,512,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,513,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,514,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,515,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,516,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,517,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,518,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,519,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,520,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,521,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,522,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,523,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,524,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,525,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,526,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,527,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,528,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,529,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,530,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,531,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,532,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,533,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,534,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,535,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,536,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,537,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,538,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,539,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,540,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,541,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,542,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,543,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,544,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,545,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,546,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,547,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,548,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,549,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,550,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,551,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,552,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,553,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,554,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,555,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,556,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,557,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,558,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,559,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,560,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,561,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,562,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,563,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,564,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,565,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,566,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,567,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,568,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,569,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,570,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,571,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,572,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,573,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,574,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,575,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,576,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,577,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,578,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,579,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,580,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,581,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,582,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,583,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,584,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,585,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,586,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,587,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,588,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,589,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,590,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,591,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,592,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,593,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,594,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,595,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,596,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,597,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,598,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,599,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,600,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,601,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,602,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,603,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,604,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,605,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,606,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,607,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,608,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,609,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,610,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,611,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,612,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,613,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,614,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,615,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,616,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,617,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,618,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,619,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,620,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,621,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,622,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,623,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,624,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,625,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,626,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,627,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,628,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,629,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,630,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,631,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,632,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,633,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,634,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,635,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,636,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,637,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,638,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,639,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,640,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,641,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,642,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,643,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,644,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,645,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,646,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,647,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,648,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,649,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,650,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,651,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,652,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,653,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,654,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,655,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,656,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,657,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,658,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,659,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,660,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,661,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,662,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,663,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,664,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,665,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,666,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,667,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,668,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,669,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,670,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,671,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,672,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,673,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,674,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,675,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,676,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,677,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,678,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,679,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,680,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,681,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,682,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,683,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,684,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,685,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,686,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,687,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,688,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,689,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,690,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,691,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,692,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,693,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,694,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,695,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,696,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,697,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,698,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,699,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,700,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,701,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,702,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,703,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,704,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,705,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,706,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,707,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,708,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,709,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,710,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,711,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,712,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,713,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,714,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,715,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,716,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,717,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,718,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,719,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,720,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,721,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,722,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,723,,,,#0000ff,12.0,path,,
020NOBL_clean,elements.csv,,,,,,,,M:1 V:1,,,,,none,1,,,724,,,,#0000ff,12.0,path,,
